test	num_na	corr_pearson	corr_spearman	sim	rep	rd
SLR_effects	0	0.592971641146597	0.662384818537929	sim9	rep1	rd3
ENRICH2_effects	0	0.7163558962677914	0.6566842939133255	sim9	rep1	rd3
EDGER_effects	0	0.647715187220945	0.6621757921837335	sim9	rep1	rd3
LIMMA_effects	0	0.685710416049531	0.6581158150804922	sim9	rep1	rd3
ROSACE_effects	0	0.6894683078131478	0.6368635472308289	sim1	rep3	rd1
SLR_effects	0	0.6622356088545412	0.6265382193419464	sim1	rep3	rd1
ENRICH2_effects	0	0.668136212949369	0.6289992447572585	sim1	rep3	rd1
DIMSUM_effects	0	0.6769288376088838	0.633205612730508	sim1	rep3	rd1
EDGER_effects	0	0.6815195773701345	0.635854688942123	sim1	rep3	rd1
LIMMA_effects	0	0.6622395674008321	0.6265188905241829	sim1	rep3	rd1
ROSACE_effects	0	0.6936944578122456	0.6340123000447507	sim10	rep3	rd1
SLR_effects	0	0.6679052115891753	0.624842436947892	sim10	rep3	rd1
ENRICH2_effects	0	0.6730334876793447	0.6272350415160008	sim10	rep3	rd1
DIMSUM_effects	0	0.6772170037286595	0.6298592440323476	sim10	rep3	rd1
EDGER_effects	0	0.6833303823370196	0.6328704436302952	sim10	rep3	rd1
LIMMA_effects	0	0.6679090794509648	0.6247224411576916	sim10	rep3	rd1
ROSACE_effects	0	0.6762090602254025	0.6149345275284602	sim2	rep3	rd1
SLR_effects	0	0.64914945957219	0.605550542303725	sim2	rep3	rd1
ENRICH2_effects	0	0.6543473258166342	0.6078711771749781	sim2	rep3	rd1
DIMSUM_effects	0	0.6645640011945364	0.6116538900148634	sim2	rep3	rd1
EDGER_effects	0	0.6681679554275078	0.613898762062127	sim2	rep3	rd1
LIMMA_effects	0	0.6491827079852879	0.6055462317114368	sim2	rep3	rd1
ROSACE_effects	0	0.6904099938085289	0.6305924744762664	sim3	rep3	rd1
SLR_effects	0	0.6649285954230106	0.6213866857845881	sim3	rep3	rd1
ENRICH2_effects	0	0.6697779645922598	0.6233954108563416	sim3	rep3	rd1
DIMSUM_effects	0	0.6755761608146573	0.624782017335755	sim3	rep3	rd1
EDGER_effects	0	0.6803318945721433	0.6277360828762981	sim3	rep3	rd1
LIMMA_effects	0	0.6648478576335615	0.6212713877577535	sim3	rep3	rd1
ROSACE_effects	0	0.6916198227280962	0.6382065095111713	sim4	rep3	rd1
SLR_effects	0	0.6663334193149468	0.6295544547526672	sim4	rep3	rd1
ENRICH2_effects	0	0.6714090107092651	0.6315840541886341	sim4	rep3	rd1
DIMSUM_effects	0	0.6775952895898057	0.6340716090881059	sim4	rep3	rd1
EDGER_effects	0	0.6814374320644065	0.6363323661521635	sim4	rep3	rd1
LIMMA_effects	0	0.6663552055788573	0.6295645269434994	sim4	rep3	rd1
ROSACE_effects	0	0.6803594682005498	0.6267415346910227	sim5	rep3	rd1
SLR_effects	0	0.6546846734858034	0.6174424545808858	sim5	rep3	rd1
ENRICH2_effects	0	0.6608083662337743	0.620041757384927	sim5	rep3	rd1
DIMSUM_effects	0	0.6717681957733054	0.6249510588076361	sim5	rep3	rd1
EDGER_effects	0	0.6748477461283371	0.6268748127928658	sim5	rep3	rd1
LIMMA_effects	0	0.6544728797539022	0.6173641645108138	sim5	rep3	rd1
ROSACE_effects	0	0.6773052148653648	0.6187701822419156	sim6	rep3	rd1
SLR_effects	0	0.6514490164753801	0.6094767709153519	sim6	rep3	rd1
ENRICH2_effects	0	0.6568357545462692	0.612165087314691	sim6	rep3	rd1
DIMSUM_effects	0	0.6631587156676073	0.6159197097122877	sim6	rep3	rd1
EDGER_effects	0	0.6678062206785494	0.6184896826157316	sim6	rep3	rd1
LIMMA_effects	0	0.6513712158672981	0.6094448795450739	sim6	rep3	rd1
ROSACE_effects	0	0.6916722226768174	0.6384968964382869	sim7	rep3	rd1
SLR_effects	0	0.6665891375336762	0.6288346933831633	sim7	rep3	rd1
ENRICH2_effects	0	0.6712373549109555	0.631026447593157	sim7	rep3	rd1
DIMSUM_effects	0	0.6778323076626771	0.6333764016084399	sim7	rep3	rd1
EDGER_effects	0	0.6798540028187124	0.634548642701165	sim7	rep3	rd1
LIMMA_effects	0	0.6664043327293487	0.6288495827431201	sim7	rep3	rd1
ROSACE_effects	0	0.6824307786098074	0.6237321761920687	sim8	rep3	rd1
SLR_effects	0	0.653758298094267	0.6129308198529249	sim8	rep3	rd1
ENRICH2_effects	0	0.6591422502699027	0.6150291342443531	sim8	rep3	rd1
DIMSUM_effects	0	0.6683933537310877	0.6182551765598444	sim8	rep3	rd1
EDGER_effects	0	0.6710832787149684	0.6197573830992836	sim8	rep3	rd1
LIMMA_effects	0	0.6538077381424477	0.6130299825171327	sim8	rep3	rd1
ROSACE_effects	0	0.6773242485148689	0.6181257567194698	sim9	rep3	rd1
SLR_effects	0	0.6501682420242039	0.6078802699013678	sim9	rep3	rd1
ENRICH2_effects	0	0.6554121865537595	0.6099496885375602	sim9	rep3	rd1
DIMSUM_effects	0	0.6634048314892742	0.6140127316304304	sim9	rep3	rd1
EDGER_effects	0	0.6677461830119351	0.6170829379218399	sim9	rep3	rd1
LIMMA_effects	0	0.650112361671614	0.6077324688995692	sim9	rep3	rd1
ROSACE_effects	0	0.8552955689027668	0.6997782647407151	sim1	rep3	rd3
SLR_effects	0	0.7894602628570165	0.6991165053078744	sim1	rep3	rd3
ENRICH2_effects	0	0.8596415419510337	0.6989237855700776	sim1	rep3	rd3
EDGER_effects	0	0.8555973071357016	0.7003441162162686	sim1	rep3	rd3
LIMMA_effects	0	0.8378811031332901	0.6993954411325525	sim1	rep3	rd3
ROSACE_effects	0	0.8548408378704694	0.6930655826757327	sim10	rep3	rd3
SLR_effects	0	0.7885161756676122	0.6924377246430263	sim10	rep3	rd3
ENRICH2_effects	0	0.8598466157521788	0.6916792825971683	sim10	rep3	rd3
EDGER_effects	0	0.8561912206430161	0.6934280608045099	sim10	rep3	rd3
LIMMA_effects	0	0.840844996404435	0.6924795759658064	sim10	rep3	rd3
ROSACE_effects	0	0.8513742229029875	0.6777036563288915	sim2	rep3	rd3
SLR_effects	0	0.7822502933606572	0.6769786653963705	sim2	rep3	rd3
ENRICH2_effects	0	0.8573753640332665	0.6767923515615354	sim2	rep3	rd3
EDGER_effects	0	0.8515504631741432	0.6778171040381513	sim2	rep3	rd3
LIMMA_effects	0	0.8321591481758239	0.6772137709027612	sim2	rep3	rd3
ROSACE_effects	0	0.8536921242136974	0.6888747069654191	sim3	rep3	rd3
SLR_effects	0	0.7874195599551652	0.6879491457695545	sim3	rep3	rd3
ENRICH2_effects	0	0.863103181097256	0.6880021244617565	sim3	rep3	rd3
EDGER_effects	0	0.8565791610596685	0.689207048246068	sim3	rep3	rd3
LIMMA_effects	0	0.835384762904144	0.6884820261608711	sim3	rep3	rd3
ROSACE_effects	0	0.8547720995351478	0.6962246260959783	sim4	rep3	rd3
SLR_effects	0	0.7893347192874336	0.695513924043187	sim4	rep3	rd3
ENRICH2_effects	0	0.8595880551465395	0.6949805355596808	sim4	rep3	rd3
EDGER_effects	0	0.854834947596407	0.6964480364535081	sim4	rep3	rd3
LIMMA_effects	0	0.8391742113209719	0.6957626838821399	sim4	rep3	rd3
ROSACE_effects	0	0.8529374963585086	0.6896102083013191	sim5	rep3	rd3
SLR_effects	0	0.785544337240725	0.6890663899707168	sim5	rep3	rd3
ENRICH2_effects	0	0.8587765672008176	0.6883693126212432	sim5	rep3	rd3
EDGER_effects	0	0.8553016615488758	0.6897253097800334	sim5	rep3	rd3
LIMMA_effects	0	0.8406393334093067	0.6891676933444143	sim5	rep3	rd3
ROSACE_effects	0	0.8535528404457161	0.6829427674887196	sim6	rep3	rd3
SLR_effects	0	0.7857549169325883	0.6823467836783558	sim6	rep3	rd3
ENRICH2_effects	0	0.8592351901466393	0.6816831979334024	sim6	rep3	rd3
EDGER_effects	0	0.8542239249340777	0.6829320029099997	sim6	rep3	rd3
LIMMA_effects	0	0.8369899993321006	0.682266058003775	sim6	rep3	rd3
ROSACE_effects	0	0.8585134143514944	0.7002188766984988	sim7	rep3	rd3
SLR_effects	0	0.7941144424187659	0.6993473775156762	sim7	rep3	rd3
ENRICH2_effects	0	0.863102640940567	0.699119735743359	sim7	rep3	rd3
EDGER_effects	0	0.8581070290187718	0.700515668152192	sim7	rep3	rd3
LIMMA_effects	0	0.8443427391504845	0.6997900481302741	sim7	rep3	rd3
ROSACE_effects	0	0.8502155192312746	0.6810754434727869	sim8	rep3	rd3
SLR_effects	0	0.779231745863529	0.6804803115388408	sim8	rep3	rd3
ENRICH2_effects	0	0.8572074945853401	0.6806619570566858	sim8	rep3	rd3
EDGER_effects	0	0.8501048926420799	0.6818499969161232	sim8	rep3	rd3
LIMMA_effects	0	0.8341513766136144	0.6807526900161335	sim8	rep3	rd3
ROSACE_effects	0	0.8510738549422782	0.6864394850392567	sim9	rep3	rd3
SLR_effects	0	0.7835870996657179	0.6859305852219648	sim9	rep3	rd3
ENRICH2_effects	0	0.8591635295488016	0.6850670363556992	sim9	rep3	rd3
EDGER_effects	0	0.8532438410940926	0.6867149348102417	sim9	rep3	rd3
LIMMA_effects	0	0.8347198324302054	0.6860231506128949	sim9	rep3	rd3
