test	TP	FN	FP	TN	NAR	FDR	POWER	fdr	sim	rep	rd	mode
SLR_tests	0.18678589170392448	0.0086106971352873	0.03452558370591158	0.7700778274548766	0	0.15600448933782268	0.9559322033898304	0.05	sim10	rep3	rd1	nopos
EDGER_tests	0.1948998178506375	4.967709885742673e-4	0.00438814373240602	0.8002152674283822	0	0.02201911092646448	0.9974576271186442	0.05	sim10	rep3	rd1	nopos
LIMMA_tests	0.19523099850968703	1.6559032952475575e-4	0.00430534856764365	0.8002980625931445	0	0.02157676348547717	0.9991525423728812	0.05	sim10	rep3	rd1	nopos
DIMSUM_tests	0.1953965888392118	0	0.04520615996025832	0.7593972512005299	0	0.18788713007570543	1	0.05	sim10	rep3	rd1	nopos
ENRICH2_tests	0.19523099850968703	1.6559032952475575e-4	0.11980460341116078	0.6847988077496274	0	0.38028909329829175	0.9991525423728812	0.1	sim10	rep3	rd1	nopos
ROSACE_tests	0.1953965888392118	0	0.1260970359331015	0.6785063752276868	0	0.39222250836981715	1	0.1	sim10	rep3	rd1	nopos
ROSACENP_tests	0.1953965888392118	0	0.1392614671303196	0.6653419440304686	0	0.41613062840178133	1	0.1	sim10	rep3	rd1	nopos
SLR_tests	0.19324391455538997	0.00215267428382182	0.0542308329193575	0.7503725782414307	0	0.2191368350618936	0.9889830508474576	0.1	sim10	rep3	rd1	nopos
EDGER_tests	0.19514820334492464	2.4838549428713363e-4	0.01068057625434674	0.7939228349064414	0	0.05189058728881737	0.998728813559322	0.1	sim10	rep3	rd1	nopos
LIMMA_tests	0.19523099850968703	1.6559032952475575e-4	0.00902467295909918	0.795578738201689	0	0.04418321848398864	0.9991525423728812	0.1	sim10	rep3	rd1	nopos
DIMSUM_tests	0.1953965888392118	0	0.08676933267097202	0.7178340784898162	0	0.3075117370892019	1	0.1	sim10	rep3	rd1	nopos
ENRICH2_tests	0.17577413479052822	0.00165590329524755	0.0568802781917536	0.7656896837224706	0	0.24448398576512456	0.9906672888474102	0.005	sim2	rep3	rd1	nopos
ROSACE_tests	0.1770160622619639	4.139758238118894e-4	0.01879450240105977	0.8037754595131644	0	0.0959830866807611	0.9976668222118524	0.005	sim2	rep3	rd1	nopos
ROSACENP_tests	0.1770988574267263	3.311806590495115e-4	0.02152674283821825	0.801043219076006	0	0.10837849103793248	0.998133457769482	0.005	sim2	rep3	rd1	nopos
SLR_tests	0.0920682232157642	0.08536181487001158	0.00761715515813876	0.8149528067560854	0	0.07641196013289037	0.5188987400839944	0.005	sim2	rep3	rd1	nopos
EDGER_tests	0.17469779764861731	0.00273224043715847	1.6559032952475575e-4	0.8224043715846995	0	9.46969696969697e-4	0.9846010265982268	0.005	sim2	rep3	rd1	nopos
LIMMA_tests	0.176602086438152	8.279516476237788e-4	2.4838549428713363e-4	0.8223215764199371	0	0.00140449438202247	0.9953336444237052	0.005	sim2	rep3	rd1	nopos
DIMSUM_tests	0.17726444775625105	1.6559032952475575e-4	0.00654081801622785	0.8160291438979964	0	0.03558558558558559	0.999066728884741	0.005	sim2	rep3	rd1	nopos
ENRICH2_tests	0.17610531544957775	0.00132472263619804	0.0654909753270409	0.7570789865871833	0	0.2710760795065113	0.992533831077928	0.01	sim2	rep3	rd1	nopos
ROSACE_tests	0.1770160622619639	4.139758238118894e-4	0.02657724788872329	0.7959927140255009	0	0.1305408702724685	0.9976668222118524	0.01	sim2	rep3	rd1	nopos
ROSACENP_tests	0.1770988574267263	3.311806590495115e-4	0.03038582546779268	0.7921841364464315	0	0.1464485235434956	0.998133457769482	0.01	sim2	rep3	rd1	nopos
SLR_tests	0.12187448253022024	0.05555555555555555	0.01291604570293094	0.8096539162112932	0	0.09582309582309582	0.6868875408306113	0.01	sim2	rep3	rd1	nopos
EDGER_tests	0.17577413479052822	0.00165590329524755	8.279516476237788e-4	0.8217420102666004	0	0.0046882325363338	0.9906672888474102	0.01	sim2	rep3	rd1	nopos
LIMMA_tests	0.1768504719324391	5.795661533366451e-4	4.967709885742673e-4	0.8220731909256499	0	0.00280112044817927	0.9967335510965936	0.01	sim2	rep3	rd1	nopos
DIMSUM_tests	0.1774300380857758	0	0.01183970856102003	0.8107302533532041	0	0.06255468066491689	1	0.01	sim2	rep3	rd1	nopos
ENRICH2_tests	0.17676767676767677	6.62361318099023e-4	0.09720152343103164	0.7253684384831925	0	0.3547899667573285	0.996266915538964	0.05	sim2	rep3	rd1	nopos
ROSACE_tests	0.17734724292101342	8.279516476237788e-5	0.07542639509852625	0.7471435668156979	0	0.2983950212905339	0.9995333644423706	0.05	sim2	rep3	rd1	nopos
ROSACENP_tests	0.1774300380857758	0	0.08461665838715018	0.737953303527074	0	0.3229067930489731	1	0.05	sim2	rep3	rd1	nopos
SLR_tests	0.16774300380857757	0.00968703427719821	0.03709223381354529	0.785477728100679	0	0.1810832659660469	0.9454036397573494	0.05	sim2	rep3	rd1	nopos
EDGER_tests	0.1768504719324391	5.795661533366451e-4	0.00463652922669316	0.817933432687531	0	0.02554744525547445	0.9967335510965936	0.05	sim2	rep3	rd1	nopos
LIMMA_tests	0.1770988574267263	3.311806590495115e-4	0.00306342109620798	0.8195065408180162	0	0.01700367647058823	0.998133457769482	0.05	sim2	rep3	rd1	nopos
DIMSUM_tests	0.1774300380857758	0	0.04918032786885246	0.7733896340453718	0	0.21702594081110704	1	0.05	sim2	rep3	rd1	nopos
ENRICH2_tests	0.17693326709720153	4.967709885742673e-4	0.12295081967213116	0.6996191422420931	0	0.409994478188846	0.997200186654223	0.1	sim2	rep3	rd1	nopos
ROSACE_tests	0.1774300380857758	0	0.1268421924159629	0.6957277694982613	0	0.4168707482993197	1	0.1	sim2	rep3	rd1	nopos
ROSACENP_tests	0.1774300380857758	0	0.13760556383507205	0.6849643980791522	0	0.4367936925098555	1	0.1	sim2	rep3	rd1	nopos
SLR_tests	0.17453220731909255	0.00289783076668322	0.05770822983937738	0.7648617320748469	0	0.2484848484848485	0.9836677554829676	0.1	sim2	rep3	rd1	nopos
EDGER_tests	0.1770160622619639	4.139758238118894e-4	0.01051498592482199	0.8120549759894022	0	0.05607064017660044	0.9976668222118524	0.1	sim2	rep3	rd1	nopos
LIMMA_tests	0.1770988574267263	3.311806590495115e-4	0.00703758900480212	0.815532372909422	0	0.03821942446043165	0.998133457769482	0.1	sim2	rep3	rd1	nopos
DIMSUM_tests	0.1774300380857758	0	0.0905779102500414	0.7319920516641828	0	0.3379672536299042	1	0.1	sim2	rep3	rd1	nopos
ENRICH2_tests	0.1893525418115582	0.00198708395429706	0.05969531379367445	0.7489650604404703	0	0.23969414893617025	0.9896148853310256	0.005	sim3	rep3	rd1	nopos
ROSACE_tests	0.1912568306010929	8.279516476237788e-5	0.01771816525914886	0.7909422089749959	0	0.08478605388272584	0.9995672868887928	0.005	sim3	rep3	rd1	nopos
ROSACENP_tests	0.1912568306010929	8.279516476237788e-5	0.02218910415631727	0.7864712700778275	0	0.1039565554693561	0.9995672868887928	0.005	sim3	rep3	rd1	nopos
SLR_tests	0.0943036926643484	0.09703593310150688	0.00703758900480212	0.8016227852293426	0	0.06944444444444445	0.49286023366508	0.005	sim3	rep3	rd1	nopos
EDGER_tests	0.18835899983440968	0.0029806259314456	4.139758238118894e-4	0.8082463984103329	0	0.00219298245614035	0.9844223279965384	0.005	sim3	rep3	rd1	nopos
LIMMA_tests	0.19117403543633052	1.6559032952475575e-4	5.795661533366451e-4	0.8080808080808081	0	0.00302245250431778	0.9991345737775854	0.005	sim3	rep3	rd1	nopos
DIMSUM_tests	0.19133962576585528	0	0.0059612518628912	0.8026991223712535	0	0.03021401594628619	1	0.005	sim3	rep3	rd1	nopos
ENRICH2_tests	0.1900976982944196	0.00124192747143566	0.06871998675277363	0.7399403874813711	0	0.26551503518873953	0.9935093033318908	0.01	sim3	rep3	rd1	nopos
ROSACE_tests	0.1912568306010929	8.279516476237788e-5	0.02723960920682232	0.7814207650273224	0	0.1246684350132626	0.9995672868887928	0.01	sim3	rep3	rd1	nopos
ROSACENP_tests	0.1912568306010929	8.279516476237788e-5	0.03286968041066401	0.7757906938234808	0	0.14665681566309569	0.9995672868887928	0.01	sim3	rep3	rd1	nopos
SLR_tests	0.12932604735883424	0.06201357840702103	0.01250206987911906	0.7961583043550257	0	0.08814944541739639	0.675897879705755	0.01	sim3	rep3	rd1	nopos
EDGER_tests	0.18968372247060772	0.00165590329524755	0.00107633714191091	0.8075840370922338	0	0.00564236111111111	0.9913457377758546	0.01	sim3	rep3	rd1	nopos
LIMMA_tests	0.1912568306010929	8.279516476237788e-5	9.107468123861566e-4	0.8077496274217586	0	0.00473933649289099	0.9995672868887928	0.01	sim3	rep3	rd1	nopos
DIMSUM_tests	0.19133962576585528	0	0.01101175691339625	0.7976486173207484	0	0.0544189852700491	1	0.01	sim3	rep3	rd1	nopos
ENRICH2_tests	0.1912568306010929	8.279516476237788e-5	0.10307998012916046	0.7055803941049843	0	0.350210970464135	0.9995672868887928	0.05	sim3	rep3	rd1	nopos
ROSACE_tests	0.19133962576585528	0	0.0778274548766352	0.7308329193575095	0	0.28914180252230076	1	0.05	sim3	rep3	rd1	nopos
ROSACENP_tests	0.19133962576585528	0	0.08966716343765524	0.7189932107964895	0	0.31909251620506773	1	0.05	sim3	rep3	rd1	nopos
SLR_tests	0.18049345918198376	0.0108461665838715	0.03924490809736711	0.7694154661367776	0	0.1785983421250942	0.9433145824318476	0.05	sim3	rep3	rd1	nopos
EDGER_tests	0.19100844510680576	3.311806590495115e-4	0.0052160953800298	0.803444278854115	0	0.02658227848101266	0.9982691475551708	0.05	sim3	rep3	rd1	nopos
LIMMA_tests	0.1912568306010929	8.279516476237788e-5	0.00488491472098029	0.8037754595131644	0	0.02490502321654707	0.9995672868887928	0.05	sim3	rep3	rd1	nopos
DIMSUM_tests	0.19133962576585528	0	0.04810399072694155	0.7605563835072032	0	0.2008990318118949	1	0.05	sim3	rep3	rd1	nopos
ENRICH2_tests	0.19133962576585528	0	0.13031958933598278	0.678340784898162	0	0.4051480051480052	1	0.1	sim3	rep3	rd1	nopos
ROSACE_tests	0.19133962576585528	0	0.13123033614836893	0.6774300380857758	0	0.4068275154004107	1	0.1	sim3	rep3	rd1	nopos
ROSACENP_tests	0.19133962576585528	0	0.14414638185129988	0.6645139923828448	0	0.4296643632773938	1	0.1	sim3	rep3	rd1	nopos
SLR_tests	0.18802781917536016	0.00331180659049511	0.06068885577082298	0.7479715184633218	0	0.24400798934753665	0.9826914755517092	0.1	sim3	rep3	rd1	nopos
EDGER_tests	0.19117403543633052	1.6559032952475575e-4	0.01217088922006954	0.7964894850140751	0	0.05985342019543974	0.9991345737775854	0.1	sim3	rep3	rd1	nopos
LIMMA_tests	0.19133962576585528	0	0.01109455207815863	0.797565822155986	0	0.05480572597137015	1	0.1	sim3	rep3	rd1	nopos
DIMSUM_tests	0.19133962576585528	0	0.09074350057956616	0.7179168736545786	0	0.32169063692398003	1	0.1	sim3	rep3	rd1	nopos
ENRICH2_tests	0.19705249213445936	0.0014903129657228	0.05340288127173373	0.7480543136280842	0	0.2132231404958678	0.9924937447873228	0.005	sim4	rep3	rd1	nopos
ROSACE_tests	0.19829441960589503	2.4838549428713363e-4	0.01887729756582215	0.7825798973339957	0	0.086923370186809	0.9987489574645538	0.005	sim4	rep3	rd1	nopos
ROSACENP_tests	0.19821162444113263	3.311806590495115e-4	0.02293426063917867	0.7785229342606392	0	0.10370647697491578	0.9983319432860716	0.005	sim4	rep3	rd1	nopos
SLR_tests	0.11342937572445767	0.08511342937572446	0.0086106971352873	0.7928464977645305	0	0.07055630936227951	0.5713094245204338	0.005	sim4	rep3	rd1	nopos
EDGER_tests	0.1953137936744494	0.00322901142573273	5.795661533366451e-4	0.8008776287464812	0	0.0029585798816568	0.9837364470391994	0.005	sim4	rep3	rd1	nopos
LIMMA_tests	0.1978804437820831	6.62361318099023e-4	4.139758238118894e-4	0.801043219076006	0	0.00208768267223382	0.9966638865721434	0.005	sim4	rep3	rd1	nopos
DIMSUM_tests	0.1983772147706574	1.6559032952475575e-4	0.00571286636860407	0.7957443285312138	0	0.02799188640973631	0.9991659716430358	0.005	sim4	rep3	rd1	nopos
ENRICH2_tests	0.1975492631230336	9.935419771485343e-4	0.0610200364298725	0.7404371584699454	0	0.2359910342619277	0.9949958298582152	0.01	sim4	rep3	rd1	nopos
ROSACE_tests	0.1983772147706574	1.6559032952475575e-4	0.02914389799635701	0.7723132969034608	0	0.12809315866084425	0.9991659716430358	0.01	sim4	rep3	rd1	nopos
ROSACENP_tests	0.1983772147706574	1.6559032952475575e-4	0.0340288127173373	0.7674283821824806	0	0.146419665122907	0.9991659716430358	0.01	sim4	rep3	rd1	nopos
SLR_tests	0.1462990561351217	0.05224374896506044	0.01407517800960424	0.7873820168902136	0	0.08776458440887973	0.7368640533778149	0.01	sim4	rep3	rd1	nopos
EDGER_tests	0.1961417453220732	0.00240105977810895	0.00107633714191091	0.8003808577579069	0	0.0054575986565911	0.98790658882402	0.01	sim4	rep3	rd1	nopos
LIMMA_tests	0.19821162444113263	3.311806590495115e-4	9.107468123861566e-4	0.8005464480874317	0	0.00457380457380457	0.9983319432860716	0.01	sim4	rep3	rd1	nopos
DIMSUM_tests	0.1983772147706574	1.6559032952475575e-4	0.01192250372578241	0.7895346911740354	0	0.05669291338582677	0.9991659716430358	0.01	sim4	rep3	rd1	nopos
ENRICH2_tests	0.1979632389468455	5.795661533366451e-4	0.09140586189766518	0.7100513330021527	0	0.3158798283261803	0.9970809007506256	0.05	sim4	rep3	rd1	nopos
ROSACE_tests	0.19846000993541976	8.279516476237788e-5	0.08031130981950654	0.7211458850803113	0	0.2880902880902881	0.999582985821518	0.05	sim4	rep3	rd1	nopos
ROSACENP_tests	0.1983772147706574	1.6559032952475575e-4	0.08801126014240768	0.7134459347574101	0	0.3073142526741833	0.9991659716430358	0.05	sim4	rep3	rd1	nopos
SLR_tests	0.1893525418115582	0.00919026328862394	0.03659546282497102	0.7648617320748469	0	0.1619640894100403	0.9537114261884904	0.05	sim4	rep3	rd1	nopos
EDGER_tests	0.1978804437820831	6.62361318099023e-4	0.00480211955621791	0.7966550753435999	0	0.02369281045751634	0.9966638865721434	0.05	sim4	rep3	rd1	nopos
LIMMA_tests	0.1983772147706574	1.6559032952475575e-4	0.00413975823811889	0.797317436661699	0	0.0204415372035977	0.9991659716430358	0.05	sim4	rep3	rd1	nopos
DIMSUM_tests	0.19846000993541976	8.279516476237788e-5	0.04876635204504057	0.7526908428547773	0	0.1972538513060951	0.999582985821518	0.05	sim4	rep3	rd1	nopos
ENRICH2_tests	0.19804603411160787	4.967709885742673e-4	0.11723795330352708	0.6842192415962908	0	0.3718487394957983	0.9974979149291076	0.1	sim4	rep3	rd1	nopos
ROSACE_tests	0.19854280510018216	0	0.12916045702930948	0.6722967378705084	0	0.3941384537645275	1	0.1	sim4	rep3	rd1	nopos
ROSACENP_tests	0.19846000993541976	8.279516476237788e-5	0.13984103328365624	0.6616161616161617	0	0.41336270190895746	0.999582985821518	0.1	sim4	rep3	rd1	nopos
SLR_tests	0.1961417453220732	0.00240105977810895	0.05547276039079318	0.7459844345090246	0	0.2204672589667654	0.98790658882402	0.1	sim4	rep3	rd1	nopos
EDGER_tests	0.1983772147706574	1.6559032952475575e-4	0.01200529889054479	0.789451896009273	0	0.05706414797323887	0.9991659716430358	0.1	sim4	rep3	rd1	nopos
LIMMA_tests	0.1983772147706574	1.6559032952475575e-4	0.00769995032290114	0.7937572445769167	0	0.03736440337484934	0.9991659716430358	0.1	sim4	rep3	rd1	nopos
DIMSUM_tests	0.19854280510018216	0	0.09264778936910084	0.708809405530717	0	0.318168893943702	1	0.1	sim4	rep3	rd1	nopos
ENRICH2_tests	0.19208478224871667	0.00198708395429706	0.05555555555555555	0.7503725782414307	0	0.22433968572383817	0.9897610921501708	0.005	sim5	rep3	rd1	nopos
ROSACE_tests	0.19374068554396423	3.311806590495115e-4	0.017966550753436	0.7879615830435502	0	0.08486507626124364	0.9982935153583616	0.005	sim5	rep3	rd1	nopos
ROSACENP_tests	0.19365789037920184	4.139758238118894e-4	0.02301705580394105	0.7829110779930452	0	0.10622850592281236	0.9978668941979522	0.005	sim5	rep3	rd1	nopos
SLR_tests	0.10043053485676436	0.09364133134624938	0.00753435999337638	0.7983937738036099	0	0.06978527607361963	0.5174914675767918	0.005	sim5	rep3	rd1	nopos
EDGER_tests	0.19150521609538004	0.00256665010763371	4.139758238118894e-4	0.8055141579731744	0	0.00215703192407247	0.9867747440273038	0.005	sim5	rep3	rd1	nopos
LIMMA_tests	0.19357509521443947	4.967709885742673e-4	6.62361318099023e-4	0.8052657724788872	0	0.00341005967604433	0.9974402730375428	0.005	sim5	rep3	rd1	nopos
DIMSUM_tests	0.1938234807087266	2.4838549428713363e-4	0.00587845669812883	0.8000496770988574	0	0.02943615257048093	0.9987201365187712	0.005	sim5	rep3	rd1	nopos
ENRICH2_tests	0.1924159629077662	0.00165590329524755	0.06408345752608048	0.7418446762709058	0	0.24983860555196905	0.9914675767918087	0.01	sim5	rep3	rd1	nopos
ROSACE_tests	0.1938234807087266	2.4838549428713363e-4	0.0273224043715847	0.7786057294254015	0	0.12354923249719206	0.9987201365187712	0.01	sim5	rep3	rd1	nopos
ROSACENP_tests	0.1938234807087266	2.4838549428713363e-4	0.0332836562344759	0.7726444775625103	0	0.14655486693401387	0.9987201365187712	0.01	sim5	rep3	rd1	nopos
SLR_tests	0.13835072031793344	0.05572114588508031	0.01333002152674283	0.7925981122702435	0	0.08788209606986899	0.7128839590443686	0.01	sim5	rep3	rd1	nopos
EDGER_tests	0.19216757741347903	0.00190428878953469	4.967709885742673e-4	0.805431362808412	0	0.00257842715943274	0.9901877133105802	0.01	sim5	rep3	rd1	nopos
LIMMA_tests	0.19365789037920184	4.139758238118894e-4	0.00107633714191091	0.8048517966550753	0	0.00552721088435374	0.9978668941979522	0.01	sim5	rep3	rd1	nopos
DIMSUM_tests	0.193906275873489	1.6559032952475575e-4	0.0101010101010101	0.7958271236959762	0	0.04951298701298701	0.9991467576791808	0.01	sim5	rep3	rd1	nopos
ENRICH2_tests	0.1934095048849147	6.62361318099023e-4	0.09670475244245735	0.7092233813545289	0	0.3333333333333333	0.9965870307167236	0.05	sim5	rep3	rd1	nopos
ROSACE_tests	0.19407186620301375	0	0.07998012916045703	0.7259480046365292	0	0.2918429003021148	1	0.05	sim5	rep3	rd1	nopos
ROSACENP_tests	0.19398907103825136	8.279516476237788e-5	0.0883424408014572	0.7175856929955291	0	0.31290322580645163	0.9995733788395904	0.05	sim5	rep3	rd1	nopos
SLR_tests	0.18463321742010264	0.00943864878291107	0.03469117403543633	0.7712369597615499	0	0.1581728954322386	0.9513651877133104	0.05	sim5	rep3	rd1	nopos
EDGER_tests	0.19374068554396423	3.311806590495115e-4	0.00430534856764365	0.8016227852293426	0	0.02173913043478261	0.9982935153583616	0.05	sim5	rep3	rd1	nopos
LIMMA_tests	0.1938234807087266	2.4838549428713363e-4	0.0044709388971684	0.8014571948998178	0	0.02254697286012526	0.9987201365187712	0.05	sim5	rep3	rd1	nopos
DIMSUM_tests	0.193906275873489	1.6559032952475575e-4	0.04520615996025832	0.7607219738367279	0	0.18905817174515235	0.9991467576791808	0.05	sim5	rep3	rd1	nopos
ENRICH2_tests	0.19374068554396423	3.311806590495115e-4	0.11930783242258652	0.6866203013743998	0	0.38111610685003966	0.9982935153583616	0.1	sim5	rep3	rd1	nopos
ROSACE_tests	0.19407186620301375	0	0.12667660208643816	0.6792515317105481	0	0.3949406298399587	1	0.1	sim5	rep3	rd1	nopos
ROSACENP_tests	0.19407186620301375	0	0.1381023348236463	0.6678257989733399	0	0.415752741774676	1	0.1	sim5	rep3	rd1	nopos
SLR_tests	0.19117403543633052	0.00289783076668322	0.05406524258983275	0.7518628912071535	0	0.22045914922349763	0.9850682593856654	0.1	sim5	rep3	rd1	nopos
EDGER_tests	0.19374068554396423	3.311806590495115e-4	0.01059778108958436	0.7953303527074019	0	0.05186385737439222	0.9982935153583616	0.1	sim5	rep3	rd1	nopos
LIMMA_tests	0.193906275873489	1.6559032952475575e-4	0.00927305845338632	0.7966550753435999	0	0.04563977180114099	0.9991467576791808	0.1	sim5	rep3	rd1	nopos
DIMSUM_tests	0.19398907103825136	8.279516476237788e-5	0.09157145222718992	0.7143566815697964	0	0.32067265874166423	0.9995733788395904	0.1	sim5	rep3	rd1	nopos
ENRICH2_tests	0.18984931280013248	0.00115913230667329	0.05654909753270409	0.7524424573604902	0	0.229502688172043	0.9939315127871696	0.005	sim6	rep3	rd1	nopos
ROSACE_tests	0.19076005961251863	2.4838549428713363e-4	0.01912568306010929	0.789865871833085	0	0.0911242603550296	0.9986996098829648	0.005	sim6	rep3	rd1	nopos
ROSACENP_tests	0.19076005961251863	2.4838549428713363e-4	0.02127835734393111	0.7877131975492632	0	0.10035142522452167	0.9986996098829648	0.005	sim6	rep3	rd1	nopos
SLR_tests	0.10415631727107136	0.0868521278357344	0.00712038416956449	0.8018711707236298	0	0.06398809523809523	0.5452969224100563	0.005	sim6	rep3	rd1	nopos
EDGER_tests	0.18877297565822157	0.0022354694485842	8.279516476237788e-4	0.8081636032455705	0	0.00436681222707423	0.988296488946684	0.005	sim6	rep3	rd1	nopos
LIMMA_tests	0.1903460837887067	6.62361318099023e-4	2.4838549428713363e-4	0.8087431693989071	0	0.00130321459600347	0.9965322930212396	0.005	sim6	rep3	rd1	nopos
DIMSUM_tests	0.190842854777281	1.6559032952475575e-4	0.00894187779433681	0.8000496770988574	0	0.04475756319933693	0.99913307325531	0.005	sim6	rep3	rd1	nopos
ENRICH2_tests	0.1900149031296572	9.935419771485343e-4	0.06582215598609041	0.7431693989071039	0	0.25728155339805825	0.9947984395318596	0.01	sim6	rep3	rd1	nopos
ROSACE_tests	0.19076005961251863	2.4838549428713363e-4	0.02707401887729756	0.7819175360158966	0	0.1242873432155074	0.9986996098829648	0.01	sim6	rep3	rd1	nopos
ROSACENP_tests	0.19076005961251863	2.4838549428713363e-4	0.03162775293922835	0.7773638019539659	0	0.14221891288160834	0.9986996098829648	0.01	sim6	rep3	rd1	nopos
SLR_tests	0.1407517800960424	0.05025666501076337	0.01241927471435668	0.7965722801788375	0	0.08108108108108109	0.7368877329865626	0.01	sim6	rep3	rd1	nopos
EDGER_tests	0.18926974664679583	0.00173869846000993	0.00140751780096042	0.8075840370922338	0	0.00738167607468519	0.9908972691807544	0.01	sim6	rep3	rd1	nopos
LIMMA_tests	0.19059446928299387	4.139758238118894e-4	8.279516476237788e-4	0.8081636032455705	0	0.00432525951557093	0.9978326831382748	0.01	sim6	rep3	rd1	nopos
DIMSUM_tests	0.1909256499420434	8.279516476237788e-5	0.01432356350389137	0.7946679913893029	0	0.06978620411456231	0.999566536627655	0.01	sim6	rep3	rd1	nopos
ENRICH2_tests	0.1905116741182315	4.967709885742673e-4	0.09521443947673457	0.7137771154164597	0	0.3332367429730513	0.9973992197659298	0.05	sim6	rep3	rd1	nopos
ROSACE_tests	0.1909256499420434	8.279516476237788e-5	0.07269415466136778	0.7362974002318264	0	0.2757537688442211	0.999566536627655	0.05	sim6	rep3	rd1	nopos
ROSACENP_tests	0.1909256499420434	8.279516476237788e-5	0.08254677926809074	0.7264447756251035	0	0.3018468059339994	0.999566536627655	0.05	sim6	rep3	rd1	nopos
SLR_tests	0.18388806093724128	0.00712038416956449	0.03634707733068389	0.7726444775625103	0	0.1650375939849624	0.9627221499783268	0.05	sim6	rep3	rd1	nopos
EDGER_tests	0.19059446928299387	4.139758238118894e-4	0.00571286636860407	0.8032786885245902	0	0.02910164487557992	0.9978326831382748	0.05	sim6	rep3	rd1	nopos
LIMMA_tests	0.190842854777281	1.6559032952475575e-4	0.00637522768670309	0.8026163272064911	0	0.03232577665827036	0.99913307325531	0.05	sim6	rep3	rd1	nopos
DIMSUM_tests	0.19100844510680576	0	0.05100182149362477	0.7579897333995694	0	0.21074238795757785	1	0.05	sim6	rep3	rd1	nopos
ENRICH2_tests	0.190842854777281	1.6559032952475575e-4	0.11641000165590328	0.692581553237291	0	0.3788736189706279	0.99913307325531	0.1	sim6	rep3	rd1	nopos
ROSACE_tests	0.19100844510680576	0	0.12377877131975493	0.6852127835734393	0	0.3932140978432403	1	0.1	sim6	rep3	rd1	nopos
ROSACENP_tests	0.19100844510680576	0	0.13669481702268588	0.6722967378705084	0	0.41712986356745835	1	0.1	sim6	rep3	rd1	nopos
SLR_tests	0.1888557708229839	0.00215267428382182	0.05696307335651598	0.7520284815366782	0	0.23172785449646344	0.988729952319029	0.1	sim6	rep3	rd1	nopos
EDGER_tests	0.19076005961251863	2.4838549428713363e-4	0.01250206987911906	0.7964894850140751	0	0.0615071283095723	0.9986996098829648	0.1	sim6	rep3	rd1	nopos
LIMMA_tests	0.1909256499420434	8.279516476237788e-5	0.01333002152674283	0.7956615333664514	0	0.06526145115524928	0.999566536627655	0.1	sim6	rep3	rd1	nopos
DIMSUM_tests	0.19100844510680576	0	0.09339294585196224	0.715598609041232	0	0.32838427947598253	1	0.1	sim6	rep3	rd1	nopos
ENRICH2_tests	0.19109124027156815	0.00273224043715847	0.05497598940221891	0.7512005298890545	0	0.2234185733512786	0.9859034600598034	0.005	sim7	rep3	rd1	nopos
ROSACE_tests	0.1934095048849147	4.139758238118894e-4	0.02028481536678258	0.7858917039244908	0	0.09492444788841534	0.9978641606151216	0.005	sim7	rep3	rd1	nopos
ROSACENP_tests	0.1934095048849147	4.139758238118894e-4	0.02450736876966385	0.7816691505216096	0	0.11246200607902734	0.9978641606151216	0.005	sim7	rep3	rd1	nopos
SLR_tests	0.10200364298724957	0.09181983772147706	0.00769995032290114	0.7984765689683723	0	0.07018867924528302	0.5262708244340025	0.005	sim7	rep3	rd1	nopos
EDGER_tests	0.18968372247060772	0.00413975823811889	4.967709885742673e-4	0.8056797483026992	0	0.00261210274270788	0.9786416061512172	0.005	sim7	rep3	rd1	nopos
LIMMA_tests	0.1931611193906276	6.62361318099023e-4	8.279516476237788e-5	0.806093724126511	0	4.284490145672665e-4	0.9965826569841948	0.005	sim7	rep3	rd1	nopos
DIMSUM_tests	0.1938234807087266	0	0.00389137274383176	0.8022851465474417	0	0.01968174204355109	1	0.005	sim7	rep3	rd1	nopos
ENRICH2_tests	0.1920019870839543	0.00182149362477231	0.06168239774797152	0.7444941215433019	0	0.24314621409921677	0.9906023067065356	0.01	sim7	rep3	rd1	nopos
ROSACE_tests	0.19357509521443947	2.4838549428713363e-4	0.02980625931445603	0.7763702599768173	0	0.1334321719792439	0.9987184963690732	0.01	sim7	rep3	rd1	nopos
ROSACENP_tests	0.19374068554396423	8.279516476237788e-5	0.03609869183639675	0.7700778274548766	0	0.15706051873198848	0.9995728321230244	0.01	sim7	rep3	rd1	nopos
SLR_tests	0.1328862394436165	0.06093724126511012	0.01266766020864381	0.7935088590826296	0	0.08703071672354948	0.6856044425459205	0.01	sim7	rep3	rd1	nopos
EDGER_tests	0.19133962576585528	0.00248385494287133	9.107468123861566e-4	0.8052657724788872	0	0.00473729543496985	0.9871849636907304	0.01	sim7	rep3	rd1	nopos
LIMMA_tests	0.19324391455538997	5.795661533366451e-4	4.967709885742673e-4	0.8056797483026992	0	0.00256410256410256	0.9970098248611704	0.01	sim7	rep3	rd1	nopos
DIMSUM_tests	0.1938234807087266	0	0.00827951647623778	0.7978970028150356	0	0.04096681687832856	1	0.01	sim7	rep3	rd1	nopos
ENRICH2_tests	0.1933267097201523	4.967709885742673e-4	0.09422089749958602	0.7119556217916874	0	0.3276706017852001	0.997436992738146	0.05	sim7	rep3	rd1	nopos
ROSACE_tests	0.1938234807087266	0	0.08478224871667495	0.7213942705745985	0	0.3043090638930164	1	0.05	sim7	rep3	rd1	nopos
