test	TP	FN	FP	TN	NAR	FDR	POWER	fdr	sim	rep	rd
DIMSUM_tests	0.17006802721088435	0.03700016592002655	0.5254687240749959	0.1672473867595819	0.10021569603451136	0.7554866412213741	0.8213141025641025	0.05	sim5	rep1	rd1
ROSACE_tests	0	0.24025219844035176	0	0.7597478015596483	0	NA	0	0	sim6	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0	sim6	rep1	rd1
ENRICH2_tests	0	0.24025219844035176	0	0.7597478015596483	0	NA	0	0	sim6	rep1	rd1
DIMSUM_tests	0	0.20043139206902272	0	0.7068193130910901	0.09274929483988716	NA	0	0	sim6	rep1	rd1
ROSACE_tests	0.14667330346772856	0.0935788949726232	0.29799236767877885	0.4617554338808694	0	0.6701492537313433	0.6104972375690607	0.005	sim6	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim6	rep1	rd1
ENRICH2_tests	0.1599469055915049	0.08030529284884685	0.48913223826115815	0.2706155632984901	0	0.7535787321063394	0.6657458563535912	0.005	sim6	rep1	rd1
DIMSUM_tests	0.1440185830429733	0.05641280902604944	0.4753608760577402	0.23145843703334992	0.09274929483988716	0.7674792392177874	0.7185430463576159	0.005	sim6	rep1	rd1
ROSACE_tests	0.1519827443172391	0.08826945412311266	0.32653061224489793	0.4332171893147503	0	0.6823855755894591	0.6325966850828729	0.01	sim6	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim6	rep1	rd1
ENRICH2_tests	0.1677451468392235	0.07250705160112826	0.5140202422432387	0.2457275593164095	0	0.7539547335118033	0.6982044198895028	0.01	sim6	rep1	rd1
DIMSUM_tests	0.1483325037332006	0.05209888833582214	0.4967645594823295	0.21005475360876055	0.09274929483988716	0.7700617283950618	0.7400662251655629	0.01	sim6	rep1	rd1
ROSACE_tests	0.16957026713124274	0.070681931309109	0.4093247054919529	0.3504230960676954	0	0.707079392376039	0.7058011049723757	0.05	sim6	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim6	rep1	rd1
ENRICH2_tests	0.18533266965322712	0.0549195287871246	0.5729218516674963	0.186825949892152	0	0.7555798687089715	0.7714088397790055	0.05	sim6	rep1	rd1
DIMSUM_tests	0.1607765057242409	0.03965488634478181	0.5473701675792269	0.1594491455118633	0.09274929483988716	0.7729615745079662	0.8021523178807947	0.05	sim6	rep1	rd1
ROSACE_tests	0	0.2546872407499585	0	0.7453127592500415	0	NA	0	0	sim7	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0	sim7	rep1	rd1
ENRICH2_tests	0	0.2546872407499585	0	0.7453127592500415	0	NA	0	0	sim7	rep1	rd1
DIMSUM_tests	0	0.2108843537414966	0	0.6942093910735025	0.09490625518500084	NA	0	0	sim7	rep1	rd1
ROSACE_tests	0.15364194458271113	0.1010452961672474	0.2930147668823627	0.4522979923676787	0	0.6560178306092125	0.603257328990228	0.005	sim7	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim7	rep1	rd1
ENRICH2_tests	0.1712294673967148	0.08345777335324374	0.48299319727891155	0.26231956197112993	0	0.7382703525234592	0.6723127035830619	0.005	sim7	rep1	rd1
DIMSUM_tests	0.15131906421105026	0.05956528953044632	0.47038327526132406	0.22382611581217857	0.09490625518500084	0.7566052842273819	0.7175452399685287	0.005	sim7	rep1	rd1
ROSACE_tests	0.1607765057242409	0.0939107350257176	0.31956197112991536	0.4257507881201261	0	0.6652849740932643	0.6312703583061888	0.01	sim7	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim7	rep1	rd1
ENRICH2_tests	0.18018914883026385	0.07449809191969471	0.5058901609424258	0.23942259830761572	0	0.7373639661426844	0.7074918566775245	0.01	sim7	rep1	rd1
DIMSUM_tests	0.1561307449809192	0.0547536087605774	0.48797079807532767	0.20623859299817487	0.09490625518500084	0.7575991756826378	0.7403619197482297	0.01	sim7	rep1	rd1
ROSACE_tests	0.1798573087771694	0.07482993197278912	0.39605110336817656	0.3492616558818649	0	0.6876980697205417	0.7061889250814333	0.05	sim7	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim7	rep1	rd1
ENRICH2_tests	0.19810851169736188	0.05657872905259665	0.5657872905259664	0.179525468724075	0	0.7406602953953084	0.7778501628664495	0.05	sim7	rep1	rd1
DIMSUM_tests	0.16973618715778996	0.04114816658370665	0.5405674464907915	0.15364194458271113	0.09490625518500084	0.7610371408549405	0.8048780487804879	0.05	sim7	rep1	rd1
ROSACE_tests	0	0.2601626016260163	0	0.7398373983739838	0	NA	0	0	sim8	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0	sim8	rep1	rd1
ENRICH2_tests	0	0.2601626016260163	0	0.7398373983739838	0	NA	0	0	sim8	rep1	rd1
DIMSUM_tests	0	0.21735523477683755	0	0.6890658702505392	0.0935788949726232	NA	0	0	sim8	rep1	rd1
ROSACE_tests	0.16160610585697693	0.09855649576903933	0.27443172390907583	0.46540567446490794	0	0.6293759512937596	0.6211734693877552	0.005	sim8	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim8	rep1	rd1
ENRICH2_tests	0.17786626845860296	0.0822963331674133	0.4718765555002489	0.26796084287373484	0	0.7262512768130746	0.6836734693877552	0.005	sim8	rep1	rd1
DIMSUM_tests	0.16160610585697693	0.05574912891986063	0.4579392732702837	0.2311265969802555	0.0935788949726232	0.7391537225495447	0.7435114503816794	0.005	sim8	rep1	rd1
ROSACE_tests	0.1680769868923179	0.09208561473369836	0.3013107682097229	0.4385266301642608	0	0.6419229409685402	0.646045918367347	0.01	sim8	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim8	rep1	rd1
ENRICH2_tests	0.18599634975941595	0.0741662518666003	0.49361207897793263	0.2462253193960511	0	0.726318359375	0.7149234693877552	0.01	sim8	rep1	rd1
DIMSUM_tests	0.16641778662684586	0.0509374481499917	0.476854156296665	0.21221171395387425	0.0935788949726232	0.741294815579056	0.765648854961832	0.01	sim8	rep1	rd1
ROSACE_tests	0.1874896299983408	0.07267297162767546	0.3897461423593827	0.35009125601460095	0	0.6751940212704801	0.7206632653061225	0.05	sim8	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim8	rep1	rd1
ENRICH2_tests	0.20623859299817487	0.05392400862784138	0.5511863281898125	0.18865107018417124	0	0.727710843373494	0.7927295918367347	0.05	sim8	rep1	rd1
DIMSUM_tests	0.17770034843205576	0.03965488634478181	0.5246391239422599	0.1644267463082794	0.0935788949726232	0.746987951807229	0.817557251908397	0.05	sim8	rep1	rd1
ROSACE_tests	0	0.24074995851999337	0	0.7592500414800066	0	NA	0	0	sim9	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0	sim9	rep1	rd1
ENRICH2_tests	0	0.24074995851999337	0	0.7592500414800066	0	NA	0	0	sim9	rep1	rd1
DIMSUM_tests	0	0.1986062717770035	0	0.7073170731707317	0.0940766550522648	NA	0	0	sim9	rep1	rd1
ROSACE_tests	0.1448481831757093	0.09590177534428404	0.2817322050771528	0.47751783640285383	0	0.6604434072345391	0.6016540317022743	0.005	sim9	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.005	sim9	rep1	rd1
ENRICH2_tests	0.15878546540567445	0.0819644931143189	0.49062551850008296	0.2686245229799237	0	0.7554931016862545	0.6595451412818745	0.005	sim9	rep1	rd1
DIMSUM_tests	0.14352082296333168	0.05508544881367181	0.47751783640285383	0.2297992367678779	0.0940766550522648	0.7689019503072402	0.722639933166249	0.005	sim9	rep1	rd1
ROSACE_tests	0.15065538410486146	0.09009457441513193	0.31027044964327194	0.4489795918367347	0	0.6731461483081354	0.6257753273604411	0.01	sim9	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.01	sim9	rep1	rd1
ENRICH2_tests	0.1642608262817322	0.07648913223826116	0.514186162269786	0.2450638792102207	0	0.7578870139398386	0.682288077188146	0.01	sim9	rep1	rd1
DIMSUM_tests	0.14766882362701178	0.0509374481499917	0.4957690393230463	0.21154803384768545	0.0940766550522648	0.7705002578648787	0.7435254803675856	0.01	sim9	rep1	rd1
ROSACE_tests	0.17089762734362038	0.06985233117637299	0.3940600630496101	0.3651899784303965	0	0.697503671071953	0.709855272226051	0.05	sim9	rep1	rd1
SLR_tests	0	0	0	0	1	NA	NA	0.05	sim9	rep1	rd1
ENRICH2_tests	0.18284386925501908	0.05790608926497428	0.5697693711630993	0.18948067031690724	0	0.7570546737213404	0.7594762232942798	0.05	sim9	rep1	rd1
DIMSUM_tests	0.15828770532603284	0.04031856645097063	0.5420607267297163	0.16525634644101542	0.0940766550522648	0.7739872068230277	0.7969924812030076	0.05	sim9	rep1	rd1
ROSACE_tests	0	0.2455616392898623	0	0.7544383607101377	0	NA	0	0	sim1	rep1	rd3
SLR_tests	0	0.2455616392898623	0	0.7544383607101377	0	NA	0	0	sim1	rep1	rd3
ENRICH2_tests	0.00116144018583042	0.24440019910403185	6.63680106188817e-4	0.7537746806039489	0	0.3636363636363637	0.00472972972972973	0	sim1	rep1	rd3
EDGER_tests	0	0.2455616392898623	0	0.7544383607101377	0	NA	0	0	sim1	rep1	rd3
LIMMA_tests	0	0.2455616392898623	0	0.7544383607101377	0	NA	0	0	sim1	rep1	rd3
ROSACE_tests	0.16575410652065703	0.07980753276920524	0.0741662518666003	0.6802721088435374	0	0.3091286307053942	0.6749999999999999	0.005	sim1	rep1	rd3
SLR_tests	0	0.2455616392898623	0	0.7544383607101377	0	NA	0	0.005	sim1	rep1	rd3
